url;nama;ratings;reviewers;kategori;alamat;jam-opearsional
https://www.google.com/maps/place/Kedai+Rasa+Dramaga/data=!4m7!3m6!1s0x2e69db373317965f:0xf2b0153ebd57423b!8m2!3d-6.563083!4d106.7224128!16s%2Fg%2F11s11r1x3v!19sChIJX5YXMzfbaS4RO0JXvT4VsPI?authuser=0&hl=id&rclk=1;Kedai Rasa Dramaga;5,0;(4);Kedai Kopi;CPPC+QX7, Dramaga City;⋅ Buka Sab pukul 13.00
https://www.google.com/maps/place/The+Angkringan%27s/data=!4m7!3m6!1s0x2e69c59e0934ad6d:0x5c56da9a5ed94cf!8m2!3d-6.5632487!4d106.7252489!16s%2Fg%2F11fk48yxqv!19sChIJba00CZ7FaS4Rz5TtpaltxQU?authuser=0&hl=id&rclk=1;The Angkringan's;5,0;(1);Kedai Kopi;CPPG+P35, Jl. Nasional 11;⋅ Buka pukul 10.00
https://www.google.com/maps/place/Botani+bakery+2/data=!4m7!3m6!1s0x2e69c552cc8e1127:0x96c44654e4b77369!8m2!3d-6.562893!4d106.732716!16s%2Fg%2F11s0x0br3j!19sChIJJxGOzFLFaS4RaXO35FRGxJY?authuser=0&hl=id&rclk=1;Botani bakery 2;4,9;(16);Kedai Kopi;Jl. Babakan - Dramaga No.40, RT.4/RW.1;
https://www.google.com/maps/place/Kedai+Kopi+JOSS/data=!4m7!3m6!1s0x2e69c5647379222f:0xbed5b6d3a787757c!8m2!3d-6.571987!4d106.7362743!16s%2Fg%2F11tny5bjjq!19sChIJLyJ5c2TFaS4RfHWHp9O21b4?authuser=0&hl=id&rclk=1;Kedai Kopi JOSS;5,0;(1);Kedai Kopi;CPHP+5F5;⋅ Buka pukul 10.00
https://www.google.com/maps/place/HAELagri+Coffee/data=!4m7!3m6!1s0x2e69c56888a8b641:0x2c3dc3ea6c25026f!8m2!3d-6.553627!4d106.7277216!16s%2Fg%2F11s7y479sg!19sChIJQbaoiGjFaS4RbwIlbOrDPSw?authuser=0&hl=id&rclk=1;HAELagri Coffee;3,3;(7);Kedai Kopi;;⋅ Buka pukul 07.00
https://www.google.com/maps/place/Kedai+Rasa+Dramaga/data=!4m7!3m6!1s0x2e69db373317965f:0xf2b0153ebd57423b!8m2!3d-6.563083!4d106.7224128!16s%2Fg%2F11s11r1x3v!19sChIJX5YXMzfbaS4RO0JXvT4VsPI?authuser=0&hl=id&rclk=1;Kedai Rasa Dramaga;5,0;(4);Kedai Kopi;CPPC+QX7, Dramaga City;⋅ Buka Sab pukul 13.00
https://www.google.com/maps/place/Kedai+Kopi/data=!4m7!3m6!1s0x2e69c4c19d0dc2c5:0x9e967e74b8a7a9b7!8m2!3d-6.5728275!4d106.7442908!16s%2Fg%2F11f3wlfv85!19sChIJxcINncHEaS4Rt6mnuHR-lp4?authuser=0&hl=id&rclk=1;Kedai Kopi;4,0;(10);Kedai Kopi;Jln Raya Dramaga km No.7, RT.01/RW.03;⋅ Buka pukul 15.00
https://www.google.com/maps/place/Kopi+Dari+Hati+L7/data=!4m7!3m6!1s0x2e69c525b418f269:0x237293d1b879a38e!8m2!3d-6.5704099!4d106.7345624!16s%2Fg%2F11k3pqt3lj!19sChIJafIYtCXFaS4RjqN5uNGTciM?authuser=0&hl=id&rclk=1;Kopi Dari Hati L7;5,0;(6);Kedai Kopi;Dramaga Cantik Residence Blok L No 7;⋅ Tutup pukul 05.00 ⋅ Buka kembali pukul 16.00
https://www.google.com/maps/place/Warmindo+Mas+Tom/data=!4m7!3m6!1s0x2e69c5530d90db49:0x8c2d7832b67d5954!8m2!3d-6.5597266!4d106.7348376!16s%2Fg%2F11khzfp2tn!19sChIJSduQDVPFaS4RVFl9tjJ4LYw?authuser=0&hl=id&rclk=1;Warmindo Mas Tom;5,0;(9);Kedai Kopi;Jl. Babakan Tengah No.17e, RT.02/RW.08;
https://www.google.com/maps/place/WarKop+mak+DIAH/data=!4m7!3m6!1s0x2e69c5bd08027561:0x7941ce490faa442f!8m2!3d-6.560438!4d106.7338059!16s%2Fg%2F11kq687mj7!19sChIJYXUCCL3FaS4RL0SqD0nOQXk?authuser=0&hl=id&rclk=1;WarKop mak DIAH;5,0;(4);Kedai Kopi;CPQM+RGF;
https://www.google.com/maps/place/Es+Coklat+Baja/data=!4m7!3m6!1s0x2e69c52f837cdadb:0xf70b5f5d6c2eaeea!8m2!3d-6.5589167!4d106.7317784!16s%2Fg%2F11v5b_rz1k!19sChIJ29p8gy_FaS4R6q4ubF1fC_c?authuser=0&hl=id&rclk=1;Es Coklat Baja;5,0;(3);Kedai Kopi;Jl. Babakan Tengah No.7, RT.02/RW.08;⋅ Buka pukul 13.00
https://www.google.com/maps/place/Janji+Jiwa/data=!4m7!3m6!1s0x2e69c5e480575fff:0xaadea8a978b779a6!8m2!3d-6.5613759!4d106.7303556!16s%2Fg%2F11hgjg0xzk!19sChIJ_19XgOTFaS4Rpnm3eKmo3qo?authuser=0&hl=id&rclk=1;Janji Jiwa;4,6;(135);Kedai Kopi;CPQJ+C4X;⋅ Buka pukul 10.00
https://www.google.com/maps/place/Kopi+dari+hati+IPB/data=!4m7!3m6!1s0x2e69c504eb8aefa3:0xa50de6fcdb3521e!8m2!3d-6.5598155!4d106.7317375!16s%2Fg%2F11v3q48pj2!19sChIJo--K6wTFaS4RHlKzzW_eUAo?authuser=0&hl=id&rclk=1;Kopi dari hati IPB;5,0;(2);Kedai Kopi;Jl. Babakan Raya Grawida No.6;⋅ Buka pukul 10.00
https://www.google.com/maps/place/Warung+Kopi+Nyohoka/data=!4m7!3m6!1s0x2e69c5233537b165:0xa898bffccb21c392!8m2!3d-6.5590877!4d106.7318239!16s%2Fg%2F11thc7162r!19sChIJZbE3NSPFaS4RksMhy_y_mKg?authuser=0&hl=id&rclk=1;Warung Kopi Nyohoka;5,0;(4);Kedai Kopi;CPRJ+9P7, Jl. Bara VI;⋅ Buka pukul 07.00
https://www.google.com/maps/place/Tempat+ngopi+RX+king+dan+Toyota+Kijang/data=!4m7!3m6!1s0x2e69c5883aab55f1:0xcf5338c0c64b99d5!8m2!3d-6.549825!4d106.727996!16s%2Fg%2F11smll7zbd!19sChIJ8VWrOojFaS4R1ZlLxsA4U88?authuser=0&hl=id&rclk=1;Tempat ngopi RX king dan Toyota Kijang;5,0;(2);Kedai Kopi;FP2H+557;⋅ Buka pukul 08.45
https://www.google.com/maps/place/kopi+kenangan/data=!4m7!3m6!1s0x2e69c5082cbafdf5:0xa2db198f8e21e67!8m2!3d-6.572386!4d106.742692!16s%2Fg%2F11jjc6wb1g!19sChIJ9f26LAjFaS4RZx7i-JixLQo?authuser=0&hl=id&rclk=1;kopi kenangan;4,5;(94);Kedai Kopi;Jl. Raya Dramaga No.30, RT.03/RW.02;⋅ Buka pukul 09.00
https://www.google.com/maps/place/Biels+Juice+and+soft+Drink/data=!4m7!3m6!1s0x2e69c5d88736d427:0xdd86b396964416a7!8m2!3d-6.5597678!4d106.7348619!16s%2Fg%2F11k3kksg4l!19sChIJJ9Q2h9jFaS4RpxZElpazht0?authuser=0&hl=id&rclk=1;Biels Juice and soft Drink;5,0;(28);Kedai Kopi;Jl. Babakan Tengah Kios No.17;⋅ Buka pukul 10.00
https://www.google.com/maps/place/Nine+to+Nine+Coffee/data=!4m7!3m6!1s0x2e69dbd7f5f5689b:0xfb65d357ffb9d3e8!8m2!3d-6.5648095!4d106.7305704!16s%2Fg%2F11fpq7s7tl!19sChIJm2j19dfbaS4R6NO5_1fTZfs?authuser=0&hl=id&rclk=1;Nine to Nine Coffee;5,0;(3);Kedai Kopi;Apartemen Dramaga Tower kios 15 Ground Floor;⋅ Buka pukul 09.00
https://www.google.com/maps/place/Dawoon+Tea+Balebak+Dramaga/data=!4m7!3m6!1s0x2e69c51e2b40d4df:0x21d6f7e1957dcef1!8m2!3d-6.5587125!4d106.7359432!16s%2Fg%2F11k4pkbxnp!19sChIJ39RAKx7FaS4R8c59leH31iE?authuser=0&hl=id&rclk=1;Dawoon Tea Balebak Dramaga;5,0;(3);Kedai Teh;DAWOON TEA BALEBAK DEKAT ALFAMART IPB DRAMAGA 3, Jl.Balebak Jl. Babakan Lb., RT.02/RW.06;⋅ Buka pukul 11.30
https://www.google.com/maps/place/HAELagri+Coffee/data=!4m7!3m6!1s0x2e69c56888a8b641:0x2c3dc3ea6c25026f!8m2!3d-6.553627!4d106.7277216!16s%2Fg%2F11s7y479sg!19sChIJQbaoiGjFaS4RbwIlbOrDPSw?authuser=0&hl=id&rclk=1;HAELagri Coffee;3,3;(7);Kedai Kopi;;⋅ Buka pukul 07.00
https://www.google.com/maps/place/Kedai+Rasa+Dramaga/data=!4m7!3m6!1s0x2e69db373317965f:0xf2b0153ebd57423b!8m2!3d-6.563083!4d106.7224128!16s%2Fg%2F11s11r1x3v!19sChIJX5YXMzfbaS4RO0JXvT4VsPI?authuser=0&hl=id&rclk=1;Kedai Rasa Dramaga;5,0;(4);Kedai Kopi;CPPC+QX7, Dramaga City;⋅ Buka Sab pukul 13.00
https://www.google.com/maps/place/The+Angkringan%27s/data=!4m7!3m6!1s0x2e69c59e0934ad6d:0x5c56da9a5ed94cf!8m2!3d-6.5632487!4d106.7252489!16s%2Fg%2F11fk48yxqv!19sChIJba00CZ7FaS4Rz5TtpaltxQU?authuser=0&hl=id&rclk=1;The Angkringan's;5,0;(1);Kedai Kopi;CPPG+P35, Jl. Nasional 11;⋅ Buka pukul 10.00
https://www.google.com/maps/place/Botani+bakery+2/data=!4m7!3m6!1s0x2e69c552cc8e1127:0x96c44654e4b77369!8m2!3d-6.562893!4d106.732716!16s%2Fg%2F11s0x0br3j!19sChIJJxGOzFLFaS4RaXO35FRGxJY?authuser=0&hl=id&rclk=1;Botani bakery 2;4,9;(16);Kedai Kopi;Jl. Babakan - Dramaga No.40, RT.4/RW.1;
https://www.google.com/maps/place/Kedai+Kopi+JOSS/data=!4m7!3m6!1s0x2e69c5647379222f:0xbed5b6d3a787757c!8m2!3d-6.571987!4d106.7362743!16s%2Fg%2F11tny5bjjq!19sChIJLyJ5c2TFaS4RfHWHp9O21b4?authuser=0&hl=id&rclk=1;Kedai Kopi JOSS;5,0;(1);Kedai Kopi;CPHP+5F5;⋅ Buka pukul 10.00
https://www.google.com/maps/place/Warkoden+%28+Warkop+Denok+%29/data=!4m7!3m6!1s0x2e69c51f37bd5135:0x450d74e5788f813b!8m2!3d-6.5618142!4d106.7310194!16s%2Fg%2F11gjxd0xp4!19sChIJNVG9Nx_FaS4RO4GPeOV0DUU?authuser=0&hl=id&rclk=1;Warkoden ( Warkop Denok );5,0;(2);Kedai Kopi;Jalan raya dramaga kampus ipb no 255;⋅ Buka pukul 09.00
https://www.google.com/maps/place/Angkringan+Pancuran/data=!4m7!3m6!1s0x2e69c556e0c32b2f:0x6d21582acd2b9217!8m2!3d-6.5720569!4d106.7363859!16s%2Fg%2F11nnp1nb6l!19sChIJLyvD4FbFaS4RF5IrzSpYIW0?authuser=0&hl=id&rclk=1;Angkringan Pancuran;4,6;(71);Kedai Kopi;Lingkar Utara Jl. Dramaga Cantik No.RT 02;⋅ Buka pukul 13.00
https://www.google.com/maps/place/Kedai+Apresiasi+Alamanda/data=!4m7!3m6!1s0x2e69c5c0eb72834f:0x5cc703e6f2ed0ea5!8m2!3d-6.5649138!4d106.7346256!16s%2Fg%2F11kc0wdkm6!19sChIJT4Ny68DFaS4RpQ7t8uYDx1w?authuser=0&hl=id&rclk=1;Kedai Apresiasi Alamanda;4,4;(19);Kafe;CPPM+2VJ;⋅ Buka pukul 11.00
https://www.google.com/maps/place/Warung+D%26D/data=!4m7!3m6!1s0x2e69c5dbd6749de3:0x455748226fd6d62e!8m2!3d-6.5702983!4d106.7394177!16s%2Fg%2F11q3qxcsr5!19sChIJ45101tvFaS4RLtbWbyJIV0U?authuser=0&hl=id&rclk=1;Warung D&D;4,9;(7);Kedai Kopi;Jl. Raya Dramaga No.42;⋅ Buka pukul 16.00
https://www.google.com/maps/place/Bento+Kopi+IPB+Bogor/data=!4m7!3m6!1s0x2e69c5c88b402ff5:0x43ade40a92fb81a3!8m2!3d-6.567586!4d106.735084!16s%2Fg%2F11vdrk8y23!19sChIJ9S9Ai8jFaS4Ro4H7kgrkrUM?authuser=0&hl=id&rclk=1;Bento Kopi IPB Bogor;5,0;(1);Kedai Kopi;CPMP+32G;
https://www.google.com/maps/place/Warkoden+%28+Warkop+Denok+%29/data=!4m7!3m6!1s0x2e69c51f37bd5135:0x450d74e5788f813b!8m2!3d-6.5618142!4d106.7310194!16s%2Fg%2F11gjxd0xp4!19sChIJNVG9Nx_FaS4RO4GPeOV0DUU?authuser=0&hl=id&rclk=1;Warkoden ( Warkop Denok );5,0;(2);Kedai Kopi;Jalan raya dramaga kampus ipb no 255;⋅ Buka pukul 09.00
https://www.google.com/maps/place/Angkringan+Pancuran/data=!4m7!3m6!1s0x2e69c556e0c32b2f:0x6d21582acd2b9217!8m2!3d-6.5720569!4d106.7363859!16s%2Fg%2F11nnp1nb6l!19sChIJLyvD4FbFaS4RF5IrzSpYIW0?authuser=0&hl=id&rclk=1;Angkringan Pancuran;4,6;(71);Kedai Kopi;Lingkar Utara Jl. Dramaga Cantik No.RT 02;⋅ Buka pukul 13.00
https://www.google.com/maps/place/Warkop+Aamiin+Berkah/data=!4m7!3m6!1s0x2e69c5d2527e20c9:0xb10c386a8c0dcd5e!8m2!3d-6.5591595!4d106.7318997!16s%2Fg%2F11q99xgdkm!19sChIJySB-UtLFaS4RXs0NjGo4DLE?authuser=0&hl=id&rclk=1;Warkop Aamiin Berkah;5,0;(16);Kedai Kopi;Jl. Babakan Raya No.163, RT.04/RW.07;
https://www.google.com/maps/place/GG+cafe/data=!4m7!3m6!1s0x2e69c55c78a32e0b:0x9387a3fee159d212!8m2!3d-6.5739334!4d106.7380142!16s%2Fg%2F11r_rb0447!19sChIJCy6jeFzFaS4REtJZ4f6jh5M?authuser=0&hl=id&rclk=1;GG cafe;4,9;(56);Kedai Kopi;Jl. H. Abbas;⋅ Buka pukul 11.30
https://www.google.com/maps/place/Kedai+Bucie+Aneka+Jus/data=!4m7!3m6!1s0x2e69c582ff9cc6cd:0x674d7659ceaf0ddb!8m2!3d-6.5618057!4d106.7318248!16s%2Fg%2F11llhc88jx!19sChIJzcac_4LFaS4R2w2vzll2TWc?authuser=0&hl=id&rclk=1;Kedai Bucie Aneka Jus;5,0;(2);Kedai Kopi;Jl. Babakan Raya No.1-23;⋅ Buka pukul 09.00
https://www.google.com/maps/place/Warmindo+si+uncal/data=!4m7!3m6!1s0x2e69c54fd3fd022f:0x3902b67427f38447!8m2!3d-6.5741425!4d106.7372227!16s%2Fg%2F11v13vx43p!19sChIJLwL900_FaS4RR4TzJ3S2Ajk?authuser=0&hl=id&rclk=1;Warmindo si uncal;5,0;(8);Kedai Kopi;;⋅ Buka pukul 12.00
https://www.google.com/maps/place/WARKOP+BINTANG/data=!4m7!3m6!1s0x2e69c53cc241d7a3:0x5fb811bb2743713a!8m2!3d-6.5591029!4d106.7350368!16s%2Fg%2F11hn87m8cj!19sChIJo9dBwjzFaS4ROnFDJ7sRuF8?authuser=0&hl=id&rclk=1;WARKOP BINTANG;4,5;(12);Kedai Kopi;jl.Bateng No.114B;
https://www.google.com/maps/place/Warkop+Hs+2/data=!4m7!3m6!1s0x2e69c5d1e67933df:0x5cdaf849c137f777!8m2!3d-6.5590183!4d106.7347661!16s%2Fg%2F11fk8fgfxq!19sChIJ3zN55tHFaS4Rd_c3wUn42lw?authuser=0&hl=id&rclk=1;Warkop Hs 2;4,4;(147);Kafe;Jl. Babakan Tengah Kab Bogor No.127, RT.02/RW.08;
https://www.google.com/maps/place/Evlogia+Coffee+%26+Space/data=!4m7!3m6!1s0x2e69c51cfbc0d62b:0xe89a3fab17723a13!8m2!3d-6.5702377!4d106.7356884!16s%2Fg%2F11rkbqg1jj!19sChIJK9bA-xzFaS4REzpyF6s_mug?authuser=0&hl=id&rclk=1;Evlogia Coffee & Space;4,6;(44);Kedai Kopi;CPHP+W74, Jalan Lingkar;⋅ Buka pukul 08.30
https://www.google.com/maps/place/Mahataman+Coffee/data=!4m7!3m6!1s0x2e69c4ae7b198585:0x2bbc5b0dcc886d19!8m2!3d-6.5563685!4d106.7304073!16s%2Fg%2F11bz0wz4vx!19sChIJhYUZe67EaS4RGW2IzA1bvCs?authuser=0&hl=id&rclk=1;Mahataman Coffee;4,6;(202);Kedai Kopi;Jl. Ulin;⋅ Buka pukul 08.00
https://www.google.com/maps/place/Coffee+Cold+Brew+Dua+Rasa+Dramaga+Bogor/data=!4m7!3m6!1s0x2e69c551eff7b41f:0x7ebde5a6a5018f05!8m2!3d-6.5602527!4d106.7318099!16s%2Fg%2F11rb46_2nc!19sChIJH7T371HFaS4RBY8BpablvX4?authuser=0&hl=id&rclk=1;Coffee Cold Brew Dua Rasa Dramaga Bogor;5,0;(1);Kedai Kopi;Jl. Babakan Raya No.47;⋅ Buka pukul 08.00
https://www.google.com/maps/place/TAJIRO+COFFEE/data=!4m7!3m6!1s0x2e69c519776c8edf:0xfa4ee60d0c854ba8!8m2!3d-6.5587304!4d106.7284184!16s%2Fg%2F11kpzx2k6_!19sChIJ345sdxnFaS4RqEuFDA3mTvo?authuser=0&hl=id&rclk=1;TAJIRO COFFEE;4,9;(9);Kedai Kopi;Diatas Kantin SAPTA Fateta, Kampus IPB;⋅ Buka pukul 08.00
https://www.google.com/maps/place/Cobucks+Es+Kopi/data=!4m7!3m6!1s0x2e69c579f9f43ca1:0x47e666a3b6ce7c4d!8m2!3d-6.5591448!4d106.7319383!16s%2Fg%2F11v5v0kk3k!19sChIJoTz0-XnFaS4RTXzOtqNm5kc?authuser=0&hl=id&rclk=1;Cobucks Es Kopi;5,0;(14);Kedai Kopi;Jl. Babakan Raya No.163, RT.04/RW.07;⋅ Buka pukul 09.00
https://www.google.com/maps/place/OLU+COFFEE+DRAMAGA/data=!4m7!3m6!1s0x2e69c5f0bcaa6833:0x8c9bd6b1cee4fac3!8m2!3d-6.5726205!4d106.7459023!16s%2Fg%2F11fl7pzxc4!19sChIJM2iqvPDFaS4Rw_rkzrHWm4w?authuser=0&hl=id&rclk=1;OLU COFFEE DRAMAGA;4,5;(22);Kedai Kopi;Jl. Raya Dramaga No.24, RT.03/RW.02;⋅ Buka pukul 09.00
https://www.google.com/maps/place/Starbucks+Dramaga/data=!4m7!3m6!1s0x2e69c5782b91a8d9:0xfd6f908ba5eb46b8!8m2!3d-6.5717262!4d106.7397298!16s%2Fg%2F11q7ft4yrm!19sChIJ2aiRK3jFaS4RuEbrpYuQb_0?authuser=0&hl=id&rclk=1;Starbucks Dramaga;4,7;(399);Kedai Kopi;RT.01/RW.06;⋅ Buka pukul 09.00
https://www.google.com/maps/place/RUMAH+MATOA+Coffee+%26+Kitchen/data=!4m7!3m6!1s0x2e69c52542252307:0xc699b9caeee01ef8!8m2!3d-6.5543721!4d106.7416419!16s%2Fg%2F11j0sqdln9!19sChIJByMlQiXFaS4R-B7g7sq5mcY?authuser=0&hl=id&rclk=1;RUMAH MATOA Coffee & Kitchen;4,7;(366);Kedai Kopi;Alternative IPB - Samping BMKG, Jl. Cilubang Mekar, RT.01/RW.08;⋅ Buka pukul 09.00
https://www.google.com/maps/place/Point+Coffee+H.Abbas+Dramaga/data=!4m7!3m6!1s0x2e69c5412f241521:0xa6fd9d9d01ac02bb!8m2!3d-6.5708535!4d106.7394967!16s%2Fg%2F11gydlmxsk!19sChIJIRUkL0HFaS4RuwKsAZ2d_aY?authuser=0&hl=id&rclk=1;Point Coffee H.Abbas Dramaga;4,7;(82);Kedai Kopi;Jl. Caringin Darmaga No.36, RT.03/RW.06;⋅ Buka pukul 07.00
https://www.google.com/maps/place/GG+cafe/data=!4m7!3m6!1s0x2e69c55c78a32e0b:0x9387a3fee159d212!8m2!3d-6.5739334!4d106.7380142!16s%2Fg%2F11r_rb0447!19sChIJCy6jeFzFaS4REtJZ4f6jh5M?authuser=0&hl=id&rclk=1;GG cafe;4,9;(56);Kedai Kopi;Jl. H. Abbas;⋅ Buka pukul 11.30
https://www.google.com/maps/place/Kedai+Bucie+Aneka+Jus/data=!4m7!3m6!1s0x2e69c582ff9cc6cd:0x674d7659ceaf0ddb!8m2!3d-6.5618057!4d106.7318248!16s%2Fg%2F11llhc88jx!19sChIJzcac_4LFaS4R2w2vzll2TWc?authuser=0&hl=id&rclk=1;Kedai Bucie Aneka Jus;5,0;(2);Kedai Kopi;Jl. Babakan Raya No.1-23;⋅ Buka pukul 09.00
https://www.google.com/maps/place/Warmindo+si+uncal/data=!4m7!3m6!1s0x2e69c54fd3fd022f:0x3902b67427f38447!8m2!3d-6.5741425!4d106.7372227!16s%2Fg%2F11v13vx43p!19sChIJLwL900_FaS4RR4TzJ3S2Ajk?authuser=0&hl=id&rclk=1;Warmindo si uncal;5,0;(8);Kedai Kopi;;⋅ Buka pukul 12.00
https://www.google.com/maps/place/Warung+Shesya+%28Kedai+Smoothies%29/data=!4m7!3m6!1s0x2e69c5dc8920bae3:0x18723a017a04790a!8m2!3d-6.5629799!4d106.7258595!16s%2Fg%2F11l294rqz8!19sChIJ47ogidzFaS4RCnkEegE6chg?authuser=0&hl=id&rclk=1;Warung Shesya (Kedai Smoothies);5,0;(1);Kedai Kopi;Jl. Babakan - Dramaga;
https://www.google.com/maps/place/Warkop+%26+Warung+UT/data=!4m7!3m6!1s0x2e69c5eb0e879c53:0x1f8156d7152628d3!8m2!3d-6.5653113!4d106.7351207!16s%2Fg%2F11rj_sp1lh!19sChIJU5yHDuvFaS4R0ygmFddWgR8?authuser=0&hl=id&rclk=1;Warkop & Warung UT;5,0;(1);Kedai Kopi;Jl. Sawah Baru No.8, RT.01/RW.12;⋅ Buka pukul 07.00
https://www.google.com/maps/place/Kedai+saling+sapa/data=!4m7!3m6!1s0x2e69c500fe07912b:0x8a6f7007893f56bf!8m2!3d-6.5724829!4d106.7362403!16s%2Fg%2F11v9vkmcdq!19sChIJK5EH_gDFaS4Rv1Y_iQdwb4o?authuser=0&hl=id&rclk=1;Kedai saling sapa;5,0;(3);Kedai Kopi;CPHP+2F5, Jl. Lkr. Dramaga;⋅ Buka pukul 15.00
https://www.google.com/maps/place/Your+Tea+Bara/data=!4m7!3m6!1s0x2e69c51cde9f46e5:0x39172416572e868!8m2!3d-6.5598153!4d106.7315889!16s%2Fg%2F11p01kb_pz!19sChIJ5Uaf3hzFaS4RaOhyZUFykQM?authuser=0&hl=id&rclk=1;Your Tea Bara;5,0;(1);Kedai Teh;Jl. Babakan Raya No.76;⋅ Buka pukul 07.00
https://www.google.com/maps/place/RUMAH+KOPI+RANIN/data=!4m7!3m6!1s0x2e69c42e9c93be1b:0xed6315457426851d!8m2!3d-6.5510705!4d106.7323557!16s%2Fg%2F11b76mcg98!19sChIJG76TnC7EaS4RHYUmdEUVY-0?authuser=0&hl=id&rclk=1;RUMAH KOPI RANIN;4,6;(3.095);Kedai Kopi;Jl. Alternatif IPB Desa;⋅ Buka pukul 10.00
https://www.google.com/maps/place/Kopicentrum/data=!4m7!3m6!1s0x2e69c59ea1c79cfb:0x4069cd103ffda6b9!8m2!3d-6.5588423!4d106.7312526!16s%2Fg%2F11h64yxxj2!19sChIJ-5zHoZ7FaS4Ruab9PxDNaUA?authuser=0&hl=id&rclk=1;Kopicentrum;4,4;(464);Kafe;Jl. Babakan Tengah No.5;⋅ Buka pukul 09.00
https://www.google.com/maps/place/Cafe+Taman+Dramaga/data=!4m7!3m6!1s0x2e69c5e943360ca1:0x835e09ace959dc4e!8m2!3d-6.5699584!4d106.7390865!16s%2Fg%2F11qfn6mv_q!19sChIJoQw2Q-nFaS4RTtxZ6awJXoM?authuser=0&hl=id&rclk=1;Cafe Taman Dramaga;4,0;(194);Restoran;Jl. Raya Dramaga No.Km 7, RT.03/RW.1RT01;⋅ Buka pukul 11.00
https://www.google.com/maps/place/TOMORO+COFFEE+-+IPB+Dramaga/data=!4m7!3m6!1s0x2e69c59e25e619cd:0xfc2294b22d014f9!8m2!3d-6.5603277!4d106.731812!16s%2Fg%2F11svjsll7w!19sChIJzRnmJZ7FaS4R-RTQIkspwg8?authuser=0&hl=id&rclk=1;TOMORO COFFEE - IPB Dramaga;5,0;(272);Kedai Kopi;CPQJ+VP7, Jl. Babakan Raya;⋅ Buka pukul 07.30
https://www.google.com/maps/place/Dakara+Coffee+-+Cafe+%26+Resto/data=!4m7!3m6!1s0x2e69c507e76d4cdf:0xf7f044b4e1475698!8m2!3d-6.5698609!4d106.7355194!16s%2Fg%2F11fqz8gjm3!19sChIJ30xt5wfFaS4RmFZH4bRE8Pc?authuser=0&hl=id&rclk=1;Dakara Coffee - Cafe & Resto;4,5;(593);Kafe;Jl. Lingkar Baru laladon Dramaga IPB Bogor No. 9;⋅ Buka pukul 07.00
https://www.google.com/maps/place/Kedai+Kopi+Nu+Sae+Dramaga/data=!4m7!3m6!1s0x2e69c53b0552155d:0xf58c50632aaf571a!8m2!3d-6.5717337!4d106.7401676!16s%2Fg%2F11fr2nw0f2!19sChIJXRVSBTvFaS4RGlevKmNQjPU?authuser=0&hl=id&rclk=1;Kedai Kopi Nu Sae Dramaga;4,8;(28);Kedai Kopi;CPHR+833, Jl. Raya Dramaga, RT.01/RW.06;⋅ Buka pukul 09.00
https://www.google.com/maps/place/Mendamba+Coffee+%26+Patisserie/data=!4m7!3m6!1s0x2e69c5d9183b19f5:0xecc29bdaa8bec034!8m2!3d-6.5588795!4d106.7341821!16s%2Fg%2F11ns3qh85s!19sChIJ9Rk7GNnFaS4RNMC-qNqbwuw?authuser=0&hl=id&rclk=1;Mendamba Coffee & Patisserie;4,9;(10);Kedai Kopi;Jl. Babakan Tengah No.26;⋅ Buka pukul 09.00
https://www.google.com/maps/place/Starbooth+Coffee/data=!4m7!3m6!1s0x2e69c4baa65a820b:0xacb83532b575224d!8m2!3d-6.5593451!4d106.7350935!16s%2Fg%2F11bzrhn098!19sChIJC4JaprrEaS4RTSJ1tTI1uKw?authuser=0&hl=id&rclk=1;Starbooth Coffee;4,5;(6);Kedai Kopi;Jl. Babakan Tengah No.6;⋅ Buka pukul 09.00
https://www.google.com/maps/place/Berry+Coffee+Kampus+IPB+Dramaga/data=!4m7!3m6!1s0x2e69c58d4f48b22f:0x8c636926985529eb!8m2!3d-6.558887!4d106.7319879!16s%2Fg%2F11jt68pfw_!19sChIJL7JIT43FaS4R6ylVmCZpY4w?authuser=0&hl=id&rclk=1;Berry Coffee Kampus IPB Dramaga;5,0;(18);Kedai Kopi;Jl. Babakan Tengah No.9, RT.01/RW.09;⋅ Buka pukul 08.00
https://www.google.com/maps/place/Takana+Kafe/data=!4m7!3m6!1s0x2e69c4b83f14cc4b:0xde80c308e986f19e!8m2!3d-6.5671404!4d106.7366208!16s%2Fg%2F11dym239qf!19sChIJS8wUP7jEaS4RnvGG6QjDgN4?authuser=0&hl=id&rclk=1;Takana Kafe;4,4;(72);Kafe;Jl. Raya Dramaga No.1;⋅ Buka pukul 11.00
https://www.google.com/maps/place/La+Terra+del+caf%C3%A9+Bogor/data=!4m7!3m6!1s0x2e69c545bcecd265:0xeed048e4105f8965!8m2!3d-6.5724473!4d106.742097!16s%2Fg%2F11j3xd2247!19sChIJZdLsvEXFaS4RZYlfEORI0O4?authuser=0&hl=id&rclk=1;La Terra del café Bogor;4,4;(707);Kedai Kopi;Jl. Raya Dramaga No.1;⋅ Buka pukul 07.30
