url;nama;ratings;reviewers;kategori;alamat;jam-operasional
https://www.google.com/maps/place/BHOS+BARBERSHOP+BOGOR/data=!4m7!3m6!1s0x2e69c55c932e67f1:0xca97125ec9eb5b48!8m2!3d-6.5790984!4d106.7964576!16s%2Fg%2F11h6kx64pc!19sChIJ8Wcuk1zFaS4RSFvryV4Sl8o?authuser=0&hl=id&rclk=1;BHOS BARBERSHOP BOGOR;4,7;(61);Tempat Cukur Rambut;Jl. Haur Jaya II No.2a, RT.05/RW.07;⋅ Tutup pukul 21.00
https://www.google.com/maps/place/CAPTAIN+BARBERSHOP/data=!4m7!3m6!1s0x2e69c5ebcfddafa7:0xab620e25e2654aac!8m2!3d-6.618077!4d106.806307!16s%2Fg%2F11f126tl15!19sChIJp6_dz-vFaS4RrEpl4iUOYqs?authuser=0&hl=id&rclk=1;CAPTAIN BARBERSHOP;4,6;(646);Tempat Cukur Rambut;Jl. Pahlawan No.189B, RT.03/RW.14;⋅ Tutup pukul 21.00
https://www.google.com/maps/place/LUXE+BARBERSHOP+BOGOR/data=!4m7!3m6!1s0x2e69cf8263171333:0x3bc2f653a87cc91a!8m2!3d-6.6044237!4d106.808478!16s%2Fg%2F11h03f3y83!19sChIJMxMXY4LPaS4RGsl8qFP2wjs?authuser=0&hl=id&rclk=1;LUXE BARBERSHOP BOGOR;4,4;(94);Tempat Cukur Rambut;Jl. Bina Marga, RT.04/RW.11;⋅ Tutup pukul 21.00
https://www.google.com/maps/place/Pangkas+Rambut+Bbs+Putra/data=!4m7!3m6!1s0x2e69c5d68ecfaf71:0x19efa7d874af4e0e!8m2!3d-6.5923891!4d106.8144385!16s%2Fg%2F11cs2wvv5b!19sChIJca_PjtbFaS4RDk6vdNin7xk?authuser=0&hl=id&rclk=1;Pangkas Rambut Bbs Putra;4,4;(87);Tempat Cukur Rambut;Jl. Tegal Lega No.12, RT.01/RW.01;⋅ Tutup pukul 21.00
https://www.google.com/maps/place/Alinuy+Barbershop/data=!4m7!3m6!1s0x2e69c543adac41a3:0x937fcd8a7c5aed95!8m2!3d-6.5691823!4d106.7421165!16s%2Fg%2F11rvfxrt3v!19sChIJo0GsrUPFaS4Rle1afIrNf5M?authuser=0&hl=id&rclk=1;Alinuy Barbershop;4,6;(30);Tempat Cukur Rambut;Pakuan Regency Ruko Blok B2 No. 2 (Sebelah 212 Mart, Jl. Raya Dramaga No.Km 7;⋅ Tutup pukul 20.00
https://www.google.com/maps/place/Pangkas+Rambut+Pendhowo/data=!4m7!3m6!1s0x2e69dbf39d04d18f:0xd5577ff27fdc576a!8m2!3d-6.562916!4d106.7185974!16s%2Fg%2F11gxn941z4!19sChIJj9EEnfPbaS4Ralfcf_J_V9U?authuser=0&hl=id&rclk=1;Pangkas Rambut Pendhowo;4,9;(11);Tempat Cukur Rambut;Jl. Raya Cibungbulang - Bogor No.11;⋅ Tutup pukul 23.00
https://www.google.com/maps/place/Pangkas+Rambut+VIP+2/data=!4m7!3m6!1s0x2e69c42be0a02a09:0x2c13ce29c6985093!8m2!3d-6.5816283!4d106.813301!16s%2Fg%2F11hbtyjptr!19sChIJCSqg4CvEaS4Rk1CYxinOEyw?authuser=0&hl=id&rclk=1;Pangkas Rambut VIP 2;4,3;(46);Salon Rambut;Jl. Achmad Sobana No.66, RT.02/RW.07;⋅ Tutup pukul 20.00
https://www.google.com/maps/place/UP+2021+BARBERSHOP/data=!4m7!3m6!1s0x2e69c59b95d4bf77:0x376be192fe87fb57!8m2!3d-6.5576313!4d106.7729812!16s%2Fg%2F11nmpgzyv2!19sChIJd7_UlZvFaS4RV_uH_pLhazc?authuser=0&hl=id&rclk=1;UP 2021 BARBERSHOP;4,8;(46);Tempat Cukur Rambut;Jl. KH. R. Abdullah Bin Nuh No.33;⋅ Tutup pukul 21.00
https://www.google.com/maps/place/Pangkas+Rambut+Khalifah/data=!4m7!3m6!1s0x2e69c5a4961ee531:0x40e6206c18321ae2!8m2!3d-6.6024161!4d106.7808752!16s%2Fg%2F11fylm2334!19sChIJMeUelqTFaS4R4hoyGGwg5kA?authuser=0&hl=id&rclk=1;Pangkas Rambut Khalifah;4,6;(27);Tempat Cukur Rambut;Jl. Jabaru II No.12, RT.02/RW.05;⋅ Tutup pukul 21.00
https://www.google.com/maps/place/Pangkas+Rambut+%22Saputra+2%22/data=!4m7!3m6!1s0x2e69c5b309f00081:0x4f6fdf465447d92f!8m2!3d-6.5900439!4d106.7863979!16s%2Fg%2F11c1rf0qv2!19sChIJgQDwCbPFaS4RL9lHVEbfb08?authuser=0&hl=id&rclk=1;"Pangkas Rambut ""Saputra 2""";4,4;(28);Tempat Cukur Rambut;Jl. Mawar No.30, RT.01/RW.04;⋅ Tutup pukul 20.30
https://www.google.com/maps/place/Pangkas+Rambut+Restu+Ibu/data=!4m7!3m6!1s0x2e69c486dc9ad411:0x7f01185ca35fd25a!8m2!3d-6.5532107!4d106.7670399!16s%2Fg%2F11c5gy59x6!19sChIJEdSa3IbEaS4RWtJfo1wYAX8?authuser=0&hl=id&rclk=1;Pangkas Rambut Restu Ibu;4,5;(19);Tempat Cukur Rambut;CQW8+PR7, Jalan Curug induk Curug Mekar, RT.02/RW.10;⋅ Tutup pukul 21.00
https://www.google.com/maps/place/Mylo+Barbershop/data=!4m7!3m6!1s0x2e69c4242088c68b:0x69df25ebe0ecc341!8m2!3d-6.5751511!4d106.811155!16s%2Fg%2F11bx43f5js!19sChIJi8aIICTEaS4RQcPs4Osl32k?authuser=0&hl=id&rclk=1;Mylo Barbershop;4,3;(120);Tempat Cukur Rambut;Jl. Kresna Raya No.50, RT.03/RW.15;⋅ Tutup pukul 21.00
https://www.google.com/maps/place/ManDatory+The+Barberclub/data=!4m7!3m6!1s0x2e69c42e731f1c61:0x1db940478f456142!8m2!3d-6.5811539!4d106.8072613!16s%2Fg%2F11b7q6dvjz!19sChIJYRwfcy7EaS4RQmFFj0dAuR0?authuser=0&hl=id&rclk=1;ManDatory The Barberclub;4,7;(336);Tempat Cukur Rambut;Ruko Villa Indah Pajajaran, Ruko VIP Blok AC, Jl. Achmad Sobana No.2, RT.02/RW.07;⋅ Tutup pukul 21.00
https://www.google.com/maps/place/Sniff+Barbershop/data=!4m7!3m6!1s0x2e69c5cde5e03c57:0x6fb5b5c071806257!8m2!3d-6.601676!4d106.81853!16s%2Fg%2F11c1s8bcx9!19sChIJVzzg5c3FaS4RV2KAccC1tW8?authuser=0&hl=id&rclk=1;Sniff Barbershop;4,7;(125);Tempat Cukur Rambut;Jl. Kol. Ahmad Syam No.8;⋅ Tutup pukul 20.50
https://www.google.com/maps/place/Barbershop+Baileys/data=!4m7!3m6!1s0x2e69c60343fdff4b:0x9a2ca2ced3f12727!8m2!3d-6.622389!4d106.8290762!16s%2Fg%2F11hbt4gskb!19sChIJS__9QwPGaS4RJyfx086iLJo?authuser=0&hl=id&rclk=1;Barbershop Baileys;4,6;(292);Tempat Cukur Rambut;Jl. Raya Parung Banteng No.05, RT.01/RW.02;⋅ Tutup pukul 21.00
https://www.google.com/maps/place/CAPTAIN+BARBERSHOP/data=!4m7!3m6!1s0x2e69c42e858f792b:0xee1019863215fab5!8m2!3d-6.5809244!4d106.8085992!16s%2Fg%2F11dxm70864!19sChIJK3mPhS7EaS4RtfoVMoYZEO4?authuser=0&hl=id&rclk=1;CAPTAIN BARBERSHOP;4,7;(682);Tempat Cukur Rambut;Jl. Achmad Sobana Jl. Bangbarung Raya No.6D;⋅ Tutup pukul 21.00
https://www.google.com/maps/place/Cemara+Barbershop+%26+Training+School+Cab.+Bogor/data=!4m7!3m6!1s0x2e69c3d454435d31:0xd26ec4522718aa58!8m2!3d-6.5250482!4d106.7771416!16s%2Fg%2F11r_x4mjbd!19sChIJMV1DVNTDaS4RWKoYJ1LEbtI?authuser=0&hl=id&rclk=1;Cemara Barbershop & Training School Cab. Bogor;4,9;(27);Tempat Cukur Rambut;FQFG+XVJ, Jl. Kh. Ahmad Sya'yani, RT.02/RW.05;⋅ Tutup pukul 21.00
https://www.google.com/maps/place/Pangkas+Rambut+Balero/data=!4m7!3m6!1s0x2e69c5d1eede8921:0xc911fc2ca849fb69!8m2!3d-6.593414!4d106.8071169!16s%2Fg%2F11c4646tf2!19sChIJIYne7tHFaS4RaftJqCz8Eck?authuser=0&hl=id&rclk=1;Pangkas Rambut Balero;4,4;(22);Tempat Cukur Rambut;Jl. Malabar Ujung No.9, RT.01/RW.07;⋅ Tutup pukul 20.00
https://www.google.com/maps/place/AL+bike+%E2%9C%93+pangkas+rambut/data=!4m7!3m6!1s0x2e69c544504c8c37:0x7b45c475f14e55bd!8m2!3d-6.5831714!4d106.740285!16s%2Fg%2F11hy_nl0ng!19sChIJN4xMUETFaS4RvVVO8XXERXs?authuser=0&hl=id&rclk=1;AL bike ✓ pangkas rambut;5,0;(6);Tempat Cukur Rambut;Jl. Ciherang rawa kalong No.009;⋅ 19.00 ⋅ Buka Rab pukul 12.00
https://www.google.com/maps/place/Barber+Preneur/data=!4m7!3m6!1s0x2e69c5cb3e9f0657:0x87d71e289d71d716!8m2!3d-6.5735364!4d106.788108!16s%2Fg%2F11j3fsbf5j!19sChIJVwafPsvFaS4RFtdxnSge14c?authuser=0&hl=id&rclk=1;Barber Preneur;4,8;(118);Tempat Cukur Rambut;Jl. Tentara Pelajar No.22;⋅ Tutup pukul 21.00
https://www.google.com/maps/place/Pangkas+Rambut+Legend+Supri/data=!4m7!3m6!1s0x2e69c5c78d431cbb:0xcd82b47793ec8d79!8m2!3d-6.5727357!4d106.7965868!16s%2Fg%2F11fkp6gf83!19sChIJuxxDjcfFaS4ReY3sk3e0gs0?authuser=0&hl=id&rclk=1;Pangkas Rambut Legend Supri;5,0;(25);Tempat Cukur Rambut;Jl. Pemuda No.25, RT.01/RW.06;⋅ Buka Rab pukul 09.00
https://www.google.com/maps/place/Barbershop+Baileys/data=!4m7!3m6!1s0x2e69c60343fdff4b:0x9a2ca2ced3f12727!8m2!3d-6.622389!4d106.8290762!16s%2Fg%2F11hbt4gskb!19sChIJS__9QwPGaS4RJyfx086iLJo?authuser=0&hl=id&rclk=1;Barbershop Baileys;4,6;(292);Tempat Cukur Rambut;Jl. Raya Parung Banteng No.05, RT.01/RW.02;⋅ Tutup pukul 21.00
https://www.google.com/maps/place/CAPTAIN+BARBERSHOP/data=!4m7!3m6!1s0x2e69c42e858f792b:0xee1019863215fab5!8m2!3d-6.5809244!4d106.8085992!16s%2Fg%2F11dxm70864!19sChIJK3mPhS7EaS4RtfoVMoYZEO4?authuser=0&hl=id&rclk=1;CAPTAIN BARBERSHOP;4,7;(682);Tempat Cukur Rambut;Jl. Achmad Sobana Jl. Bangbarung Raya No.6D;⋅ Tutup pukul 21.00
https://www.google.com/maps/place/Cemara+Barbershop+%26+Training+School+Cab.+Bogor/data=!4m7!3m6!1s0x2e69c3d454435d31:0xd26ec4522718aa58!8m2!3d-6.5250482!4d106.7771416!16s%2Fg%2F11r_x4mjbd!19sChIJMV1DVNTDaS4RWKoYJ1LEbtI?authuser=0&hl=id&rclk=1;Cemara Barbershop & Training School Cab. Bogor;4,9;(27);Tempat Cukur Rambut;FQFG+XVJ, Jl. Kh. Ahmad Sya'yani, RT.02/RW.05;⋅ Tutup pukul 21.00
https://www.google.com/maps/place/Pangkas+Rambut+Balero/data=!4m7!3m6!1s0x2e69c5d1eede8921:0xc911fc2ca849fb69!8m2!3d-6.593414!4d106.8071169!16s%2Fg%2F11c4646tf2!19sChIJIYne7tHFaS4RaftJqCz8Eck?authuser=0&hl=id&rclk=1;Pangkas Rambut Balero;4,4;(22);Tempat Cukur Rambut;Jl. Malabar Ujung No.9, RT.01/RW.07;⋅ Tutup pukul 20.00
https://www.google.com/maps/place/AL+bike+%E2%9C%93+pangkas+rambut/data=!4m7!3m6!1s0x2e69c544504c8c37:0x7b45c475f14e55bd!8m2!3d-6.5831714!4d106.740285!16s%2Fg%2F11hy_nl0ng!19sChIJN4xMUETFaS4RvVVO8XXERXs?authuser=0&hl=id&rclk=1;AL bike ✓ pangkas rambut;5,0;(6);Tempat Cukur Rambut;Jl. Ciherang rawa kalong No.009;⋅ 19.00 ⋅ Buka Rab pukul 12.00
https://www.google.com/maps/place/PANGKAS+RAMBUT+BERKAH+BOGOR/data=!4m7!3m6!1s0x2e69c4791f4fea01:0x998d47f29554eb2e!8m2!3d-6.5482255!4d106.7772894!16s%2Fg%2F11dxcsrbfc!19sChIJAepPH3nEaS4RLutUlfJHjZk?authuser=0&hl=id&rclk=1;PANGKAS RAMBUT BERKAH BOGOR;4,1;(8);Tempat Cukur Rambut;Jl. Kp.Kukupu Gg. Jarum No.03/06, Cibadak, Tanah Sereal, Bogor, RT.04/RW.06;
https://www.google.com/maps/place/Pangkas+Rambut+Siliwangi/data=!4m7!3m6!1s0x2e69c67f08041a1b:0xf9e0451f1805d4bf!8m2!3d-6.5889777!4d106.8200633!16s%2Fg%2F11dzspmb_3!19sChIJGxoECH_GaS4Rv9QFGB9F4Pk?authuser=0&hl=id&rclk=1;Pangkas Rambut Siliwangi;4,4;(46);Tempat Cukur Rambut;Jl. Tumenggung Wiradireja No.49, RT.06/RW.05;⋅ Tutup pukul 21.57
https://www.google.com/maps/place/Pangkas+Rambut+Pelangi/data=!4m7!3m6!1s0x2e69c5b72f768005:0x12959d51fc8bcd28!8m2!3d-6.595549!4d106.7890279!16s%2Fg%2F11fzv0ybv8!19sChIJBYB2L7fFaS4RKM2L_FGdlRI?authuser=0&hl=id&rclk=1;Pangkas Rambut Pelangi;4,5;(19);Tempat Cukur Rambut;Jl. Mayor Oking No.1-20, RT.04/RW.06;⋅ Tutup pukul 20.00
https://www.google.com/maps/place/HOLYCUTS+BARBERSHOP/data=!4m7!3m6!1s0x2e69c591046c9acb:0xb66291daef1624da!8m2!3d-6.6155038!4d106.7859636!16s%2Fg%2F11csb334jn!19sChIJy5psBJHFaS4R2iQW79qRYrY?authuser=0&hl=id&rclk=1;HOLYCUTS BARBERSHOP;4,7;(66);Tempat Cukur Rambut;Jl. Kapten Maulana Yusuf No.8;⋅ Tutup pukul 22.00
https://www.google.com/maps/place/Pangkas+Rambut+Citra+Garut/data=!4m7!3m6!1s0x2e69cf95c927723b:0x6ad8b0c150e8ce!8m2!3d-6.6333973!4d106.805436!16s%2Fg%2F11g1sl8k4r!19sChIJO3InyZXPaS4RzuhQwbDYagA?authuser=0&hl=id&rclk=1;Pangkas Rambut Citra Garut;4,8;(33);Tempat Cukur Rambut;Jl. Pamoyanan No.20, RT.01/RW.07;⋅ Tutup pukul 21.00
